run_id,final_potential,optimal_potential,convergence_gap,training_time,num_episodes,final_trajectory_length,config_num_agents,config_state_dim,config_action_dim,config_history_len,config_episode_len,config_gamma,config_batch_size,config_use_episodic_freeze,config_use_baseline,config_learning_rate,config_init_states_tuple,config_seed,config_experiment_name,config_check_nash_equilibrium,agent_0_final_loss,agent_0_final_return,agent_1_final_loss,agent_1_final_return,agent_2_final_loss,agent_2_final_return
sweep_seed_3003105692,616.7245483398438,711.6050415039062,94.8804931640625,34.50234317779541,10,65,3,3,3,1,64,0.99,64,True,True,0.001,"(0, 1, 2)",3003105692,NE_convergence_experiment,False,-90.4195785522461,247.9315185546875,-62.91625213623047,174.02694702148438,-32.647640228271484,178.713623046875
sweep_seed_3387213021,423.96319580078125,711.6050415039062,287.641845703125,34.621859550476074,10,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 0, 1)",3387213021,NE_convergence_experiment,False,-65.70234680175781,152.204345703125,-23.37285614013672,144.4068603515625,-6.11713981628418,115.18006896972656
sweep_seed_976400780,436.3663635253906,711.6050415039062,275.2386779785156,34.32881236076355,10,65,3,3,3,1,64,0.99,64,True,True,0.001,"(0, 2, 1)",976400780,NE_convergence_experiment,False,-108.67676544189453,287.0745544433594,-41.206024169921875,204.54766845703125,-26.85626220703125,203.93702697753906
