run_id,initial_state,final_potential,optimal_potential,convergence_gap,training_time,num_episodes,final_trajectory_length,is_nash_equilibrium,config_num_agents,config_state_dim,config_action_dim,config_history_len,config_episode_len,config_gamma,config_batch_size,config_use_episodic_freeze,config_use_baseline,config_learning_rate,config_init_states_tuple,config_seed,config_experiment_name,config_check_nash_equilibrium,agent_0_final_loss,agent_0_final_return,agent_1_final_loss,agent_1_final_return,agent_2_final_loss,agent_2_final_return
sweep_seed_13977115,"(0.0, 1.0, 1.0)",617.7245483398438,710.6050415039062,92.8804931640625,1763.8807680606842,250,65,True,3,3,3,1,64,0.99,64,False,True,0.001,"(0, 1, 1)",13977115,classic_reinforce_1000exps_250batched_episodes,False,-3.692924976348877,344.4886169433594,-9.95898723602295,264.9090270996094,-5.605487823486328,264.8150939941406
sweep_seed_1402190273,"(0.0, 1.0, 1.0)",617.7245483398438,710.6050415039062,92.8804931640625,1759.5944316387177,250,65,True,3,3,3,1,64,0.99,64,False,True,0.001,"(0, 1, 1)",1402190273,classic_reinforce_1000exps_250batched_episodes,False,-9.453817367553711,344.2650451660156,-6.93248176574707,264.6538391113281,-10.70068645477295,264.7815246582031
sweep_seed_1423623685,"(0.0, 1.0, 1.0)",617.7245483398438,710.6050415039062,92.8804931640625,1782.0588953495026,250,65,True,3,3,3,1,64,0.99,64,False,True,0.001,"(0, 1, 1)",1423623685,classic_reinforce_1000exps_250batched_episodes,False,-5.193119525909424,344.39935302734375,-9.433902740478516,264.8179016113281,-7.126453876495361,264.8117370605469
sweep_seed_2040672727,"(0.0, 1.0, 1.0)",617.7245483398438,710.6050415039062,92.8804931640625,1787.2388682365417,250,65,True,3,3,3,1,64,0.99,64,False,True,0.001,"(0, 1, 1)",2040672727,classic_reinforce_1000exps_250batched_episodes,False,-8.595450401306152,344.1818542480469,-6.832224369049072,264.6070556640625,-11.356359481811523,264.67779541015625
sweep_seed_2484666640,"(0.0, 1.0, 1.0)",617.7245483398438,710.6050415039062,92.8804931640625,1768.3091404438019,250,65,True,3,3,3,1,64,0.99,64,False,True,0.001,"(0, 1, 1)",2484666640,classic_reinforce_1000exps_250batched_episodes,False,-7.348410129547119,344.0960693359375,-8.805017471313477,264.5140075683594,-7.58806037902832,264.6418151855469
sweep_seed_2725271472,"(0.0, 1.0, 1.0)",617.7245483398438,710.6050415039062,92.8804931640625,1767.87429189682,250,65,True,3,3,3,1,64,0.99,64,False,True,0.001,"(0, 1, 1)",2725271472,classic_reinforce_1000exps_250batched_episodes,False,-11.67387580871582,344.5002136230469,-7.571923732757568,264.9004821777344,-7.020001411437988,264.9176330566406
sweep_seed_2889465206,"(0.0, 1.0, 1.0)",617.7245483398438,710.6050415039062,92.8804931640625,1718.4168190956116,250,65,True,3,3,3,1,64,0.99,64,False,True,0.001,"(0, 1, 1)",2889465206,classic_reinforce_1000exps_250batched_episodes,False,-8.891799926757812,344.2734680175781,-8.41962718963623,264.74835205078125,-10.160361289978027,264.68829345703125
sweep_seed_3211981669,"(0.0, 1.0, 1.0)",617.7245483398438,710.6050415039062,92.8804931640625,1780.2978012561798,250,65,True,3,3,3,1,64,0.99,64,False,True,0.001,"(0, 1, 1)",3211981669,classic_reinforce_1000exps_250batched_episodes,False,-5.041454792022705,344.5600891113281,-8.352933883666992,264.94769287109375,-6.5445356369018555,264.914794921875
sweep_seed_3253736255,"(0.0, 1.0, 1.0)",617.7245483398438,710.6050415039062,92.8804931640625,1760.8214683532715,250,65,True,3,3,3,1,64,0.99,64,False,True,0.001,"(0, 1, 1)",3253736255,classic_reinforce_1000exps_250batched_episodes,False,-9.026754379272461,344.5167236328125,-6.966968536376953,264.929443359375,-9.044864654541016,264.97015380859375
sweep_seed_3283123227,"(0.0, 1.0, 1.0)",617.7245483398438,710.6050415039062,92.8804931640625,1784.8536269664764,250,65,True,3,3,3,1,64,0.99,64,False,True,0.001,"(0, 1, 1)",3283123227,classic_reinforce_1000exps_250batched_episodes,False,-7.575989723205566,345.01251220703125,-4.220149517059326,265.3582458496094,-5.0109333992004395,265.333251953125
