run_id,final_potential,optimal_potential,convergence_gap,training_time,num_episodes,final_trajectory_length,config_num_agents,config_state_dim,config_action_dim,config_history_len,config_episode_len,config_gamma,config_batch_size,config_use_episodic_freeze,config_use_baseline,config_learning_rate,config_init_states_tuple,config_seed,config_experiment_name,config_check_nash_equilibrium,agent_0_final_loss,agent_0_final_return,agent_1_final_loss,agent_1_final_return,agent_2_final_loss,agent_2_final_return
baseline_seed_0,422.96319580078125,710.6050415039062,287.641845703125,296.1522009372711,128,65,3,3,3,1,64,0.99,128,True,True,0.001,"(1, 1, 0, 2, 0)",0,baseline_experiment,True,-5.958705425262451,139.41656494140625,-7.84366512298584,139.32037353515625,-10.512364387512207,140.83966064453125
baseline_seed_1,422.96319580078125,710.6050415039062,287.641845703125,292.76836824417114,128,65,3,3,3,1,64,0.99,128,True,True,0.001,"(1, 1, 0, 2, 0)",1,baseline_experiment,True,-7.774593353271484,139.83815002441406,-15.960314750671387,137.35267639160156,-21.387928009033203,139.45590209960938
baseline_seed_2,422.96319580078125,710.6050415039062,287.641845703125,295.74516558647156,128,65,3,3,3,1,64,0.99,128,True,True,0.001,"(1, 1, 0, 2, 0)",2,baseline_experiment,True,-15.295287132263184,138.54090881347656,-6.206091403961182,139.35740661621094,-6.0391435623168945,141.68130493164062
baseline_seed_3,422.96319580078125,710.6050415039062,287.641845703125,292.208753824234,128,65,3,3,3,1,64,0.99,128,True,True,0.001,"(1, 1, 0, 2, 0)",3,baseline_experiment,True,-9.284924507141113,138.90367126464844,-7.27060604095459,139.64549255371094,-16.36726951599121,140.42701721191406
baseline_seed_4,422.96319580078125,710.6050415039062,287.641845703125,295.9887521266937,128,65,3,3,3,1,64,0.99,128,True,True,0.001,"(1, 1, 0, 2, 0)",4,baseline_experiment,True,-8.378213882446289,139.2663116455078,-1.602400302886963,140.5543670654297,-9.510429382324219,140.95323181152344
baseline_seed_5,422.96319580078125,710.6050415039062,287.641845703125,296.39941787719727,128,65,3,3,3,1,64,0.99,128,True,True,0.001,"(1, 1, 0, 2, 0)",5,baseline_experiment,True,-5.8261590003967285,139.89492797851562,-12.03604793548584,138.58209228515625,-10.447301864624023,140.18348693847656
baseline_seed_6,422.96319580078125,710.6050415039062,287.641845703125,293.13455152511597,128,65,3,3,3,1,64,0.99,128,True,True,0.001,"(1, 1, 0, 2, 0)",6,baseline_experiment,True,-5.448079586029053,139.91766357421875,-9.667292594909668,138.29388427734375,-8.820493698120117,141.07565307617188
baseline_seed_7,422.96319580078125,710.6050415039062,287.641845703125,293.60431599617004,128,65,3,3,3,1,64,0.99,128,True,True,0.001,"(1, 1, 0, 2, 0)",7,baseline_experiment,True,-7.49924373626709,140.36856079101562,-17.028024673461914,137.17445373535156,-10.738753318786621,141.00865173339844
baseline_seed_8,422.96319580078125,710.6050415039062,287.641845703125,296.80550479888916,128,65,3,3,3,1,64,0.99,128,True,True,0.001,"(1, 1, 0, 2, 0)",8,baseline_experiment,True,-16.936153411865234,138.4004669189453,-8.607810020446777,139.14254760742188,-10.702374458312988,140.76356506347656
baseline_seed_9,422.96319580078125,710.6050415039062,287.641845703125,293.5078926086426,128,65,3,3,3,1,64,0.99,128,True,True,0.001,"(1, 1, 0, 2, 0)",9,baseline_experiment,True,-8.949973106384277,139.29249572753906,-8.635551452636719,138.44183349609375,-6.3918304443359375,141.76361083984375
